Year,Company/Brand,HeadQuarter,Sector,Amount($),Stage
2020,Evage,Chandigarh,Mobility tech,3000000.0,Undisclosed
2020,LEAD School,Mumbai,EdTech,28000000.0,Series C
2020,Trell,Bangalore,Social e-commerce,11000000.0,Series A
2020,Captain Fresh,Bangalore,Food & Logistics,2300000.0,Pre-series A
2020,Teachmint,Bangalore,EdTech,3000000.0,Undisclosed
2020,Pixxel,Bangalore,SpaceTech,5000000.0,Seed
2020,Habbit Health,Delhi,Nutrition Tech,3000000.0,Pre-seed
2020,SmarterBiz,Bangalore,Tech,1065000.0,Pre-series A
2020,Able Jobs,Bangalore,HR,2000000.0,Undisclosed
2020,Vieroots,Kochi,Healthtech,3000000.0,Undisclosed
2020,Stack Finance,Bangalore,FinTech,3000000.0,Seed
2020,Masai School,Bangalore,EdTech,2500000.0,Series A
2020,Mitron,Bangalore,Media,5000000.0,Series A
2020,Daalchini,Unavailable,IoT,669000.0,Pre-series A
2020,Suno India,Unavailable,Media,3000000.0,Angel
2020,LendingKart,Ahmedabad,FinTech,16076000.0,Series D
2020,Text Mercato,Bangalore,Unknown,649600.0,Series A
2020,Eden Smart Homes,Unavailable,IoT,3000000.0,Undisclosed
2020,GrayQuest,Mumbai,EdTech,1000000.0,Pre-series A
2020,BigHaat,Bangalore,Agritech,2000000.0,Pre-series A
2020,CityCash,Mumbai,FinTech,1000000.0,Seed
2020,HomeLane,Chennai,Interior design,1000000.0,Series D
2020,HungerBox,Bangalore,Foodtech,6700000.0,Series C
2020,DaveAI,Bangalore,AI,3000000.0,Undisclosed
2020,Eduvanz,Mumbai,FinTech,5000000.0,Series A
2020,ZipLoan,Delhi,FinTech,2000000.0,Undisclosed
2020,DocSumo,Mumbai,AI,220000.0,Seed
2020,CUSMAT,Warangal,AR/VR,3000000.0,Undisclosed
2020,Chingari,Bangalore,Media,1300000.0,Seed
2020,Bolo Indya,Gurugram,Media,300000.0,Pre-series A
2020,Data Sutram,Kolkata,AI,266500.0,Undisclosed
2020,Wobot Intelligence,Delhi,AI,2500000.0,Pre-series A
2020,DrinkPrime,Bangalore,Appliance,2879000.0,Pre-series A
2020,Infeedo,Gurugram,HR tech,700000.0,Undisclosed
2020,Probus Smart Things,Delhi,IoT,3000000.0,Seed
2020,CrowdPouch,Bangalore,Tech,3000000.0,Angel
2020,Rebel Foods,Mumbai,Food tech,26500000.0,Series E
2020,Hevo,Bangalore,Tech,8000000.0,Series A
2020,BigSpoon Foods,Ahmedabad,Foodtech,2000000.0,Pre-series A
2020,Chingari,Bangalore,Media,1000000.0,Seed
2020,ShareChat,Bangalore,Media,351000.0,Undisclosed
2020,DatStop,Delhi,Hospitality,3000000.0,Undisclosed
2020,IPHM Services,Mumbai,Mental Health,3000000.0,Seed
2020,Wellcure,Gurugram,Healthtech,200000.0,Undisclosed
2020,VilCart,Bangalore,Ecommerce,3000000.0,Bridge
2020,Firescore,Mumbai,Gaming,500000.0,Undisclosed
2020,BulBul,Gurgaon,Social commerce,8700000.0,Undisclosed
2020,Toppr,Mumbai,EdTech,46761000.0,Series D
2020,Pickright Technologies,Bangalore,FinTech,175000.0,Seed
2020,Muse Wearables,Chennai,Tech,3000000.0,Undisclosed
2020,SATYA Microcapital,Delhi,FinTech,9.6,Undisclosed
2020,WYN Studio,Gurugram,Media,3000000.0,Seed
2020,Fourth Partner Energy,Bangalore,Solar Solution,15000000.0,Undisclosed
2020,Entri,Kochi,EdTech,1700000.0,Pre-series A
2020,Snack Amor,Mumbai,Foodtech,3000000.0,Undisclosed
2020,MPowered,Gurugram,SaaS,21000000.0,Pre-series A
2020,Leap Club,Gurugram,Social e-commerce,3000000.0,Undisclosed
2020,Ather Energy,Bangalore,Automobile,11241000.0,Series C
2020,Gigforce,Bangalore,HR tech,804000.0,Undisclosed
2020,Vegrow,Bangalore,Agritech,2500000.0,Seed
2020,Finn,Bangalore,FinTech,3000000.0,Pre-series A
2020,Bijnis,Unavailable,B2B marketplace,10000000.0,Series A
2020,iNurture,Bangalore,EdTech,1340000.0,Undisclosed
2020,StyleDotMe,Gurugram,Fashion Tech,467000.0,Pre-series A
2020,Ripsey,Mumbai,Nutrition tech,133000.0,Undisclosed
2020,ThriveFNC,Pune,Health & Wellness,3000000.0,Seed
2020,Vedantu,Bangalore,EdTech,100000000.0,Series D
2020,Magicpin,Gurugram,Unknown,7000000.0,Series D
2020,Procol,Delhi,Agritech,3823000.0,Undisclosed
2020,Yumlane,Mumbai,Cloud Kitchen,1000000.0,Pre-series A
2020,Crio,Bangalore,EdTech,934000.0,Undisclosed
2020,Openapp,Bangalore,IoT,500000.0,Undisclosed
2020,PumPumPum,Gurugram,IoT/Automobile,293000.0,Undisclosed
2020,uFony Services Pvt ltd,Pune,EdTech,3000000.0,Undisclosed
2020,Protinus Fashion Networking Pvt Ltd,Mumbai,Fashion,3000000.0,Pre-series A
2020,Uable,Bangalore,EdTech,3000000.0,Seed
2020,ParkSmart,Delhi,IoT,198000.0,Undisclosed
2020,Plum,Bangalore,Healthtech,927000.0,Seed
2020,IncNut Digital,Hyderabad,Ecommerce,4000000.0,Series A
2020,GigIndia,Pune,Tech,971000.0,Pre-series A
2020,Specsmaker,Chennai,Eye Wear,3060000.0,Undisclosed
2020,Piggy Ride,Bangalore,SaaS,1862000.0,Pre-series A
2020,Chai Waale,Chennai,Beverage,232000.0,Undisclosed
2020,NOTO,Mumbai,Food,3000000.0,Pre-seed
2020,Cuemath,Bangalore,EdTech,2888000.0,Series B
2020,Cars24,Gurgaon,Automobile,1328000.0,Undisclosed
2020,JetSynthesys,Pune,Digital tech,40000000.0,Undisclosed
2020,Earth Energy EV,Mumbai,Automobile,3000000.0,Seed
2020,Green Cure,Delhi,Health & Wellness,3000000.0,Undisclosed
2020,Blue Sky Analytics,Gurugram,Data Intelligence,1200000.0,Seed
2020,Edhusk,Jaipur,EdTech,3000000.0,Undisclosed
2020,Decentro,Bangalore,FinTech,15500000.0,Series A
2020,Zolostays,Bangalore,Co-living,56000000.0,Series C
2020,Frontier Markets,Jaipur,Ecommerce,2250000.0,Pre-series A
2020,Brainwired,Kerala,Agritech,3000000.0,Undisclosed
2020,Aye Finance,Gurugram,FinTech,16753000.0,Series E
2020,Paper Boat,Gurugram,Food & Beverages,3700000.0,Undisclosed
2020,Ken42,Bangalore,EdTech,1470000.0,Undisclosed
2020,Forbidden Foods,Delhi,Food,1000000.0,Seed
2020,Universal Sportsbiz,Bangalore,Fashion,530000.0,Undisclosed
2020,Gobbly,Gurugram,Retail Tech,500000.0,Seed
2020,Aerostrovilos,Chennai,Automotive,3000000.0,Undisclosed
2020,Mitron,Bangalore,Media,267000.0,Seed
2020,Bulk MRO,Mumbai,B2B,3344000.0,Undisclosed
2020,Inspektlabs,Delhi,AI,600000.0,Pre-series A
2020,Big Bang Boom Solutions,Chennai,Defense tech,1000000.0,Series A
2020,Flinto,Chennai,EdTech,7200000.0,Series B
2020,Zetwerk,Bangalore,Marketplace,21000000.0,Series C
2020,ChitMonks,Hyderabad,FinTech,650000.0,Pre-series A
2020,Walrus,Bangalore,FinTech,3000000.0,Pre-seed
2020,Arth Designbuild,Hyderebad,Construction tech,1100000.0,Undisclosed
2020,goDutch,Mumbai,FinTech,1700000.0,Seed
2020,Rusk Media,Delhi,Digital Media,3000000.0,Seed
2020,Bold Care,Mumbai,Health & Wellness,3000000.0,Pre-seed
2020,Samosa Party,Bangalore,Food,3000000.0,Undisclosed
2020,High Street Essentials,New Delhi,Ecommerce,2743000.0,Series C
2020,Byju's,Bangalore,EdTech,3000000.0,Undisclosed
2020,Slice,Bangalore,FinTech,6082000.0,Series B
2020,Bombay Play,Bangalore,Gaming,1500000.0,Pre-series A
2020,Fullife,Mumbai,Healthtech,6609000.0,Undisclosed
2020,Oziva,Unavailable,Nutrition,5000000.0,Series A
2020,Aye Finance,Gurugram,FinTech,27700000.0,Series E
2020,Aether Biomedical,Delhi,Medtech,3000000.0,Seed
2020,91springboard,Delhi,Coworking,5940000.0,Undisclosed
2020,Yulu,Unavailable,Micro-mobiity,3964000.0,Undisclosed
2020,Milkbasket,Gurugram,Logistics,5500000.0,Undisclosed
2020,MergerDomo,Noida,Marketplace,197000.0,Undisclosed
2020,GoMechanic,Delhi,Auto-tech,3000000.0,Series B
2020,Milk Mantra,Odisha,Food,10000000.0,Undisclosed
2020,Myglamm,Mumbai,Beauty,4327000.0,Undisclosed
2020,Drishti Technologies,Bangalore,AI,25000000.0,Series B
2020,Instasolv,Noida,EdTech,2000000.0,Pre-series A
2020,GoldenPi,Bangalore,FinTech,459000.0,Undisclosed
2020,Peppermint,Unavailable,Robotics,3000000.0,Seed
2020,Sarva,Mumbai,Yoga & wellness,3000000.0,Undisclosed
2020,Jai Kisan,Mumbai,FinTech,3937000.0,Pre-series A
2020,Agro2o,New Delhi,Agritech,3000000.0,Undisclosed
2020,LetsTransport,Bangalore,Logitech,1313500.0,Undisclosed
2020,GabbarDeals,Pune,Ecommerce,3000000.0,Undisclosed
2020,Crimson Healthcare,Delhi,Med Tech,229800.0,Undisclosed
2020,Biomoneta,Bangalore,Life sciences,3000000.0,Seed
2020,Edvizo,Bangalore,EdTech,150000.0,Seed
2020,Servify,Mumbai,SaaS,11370000.0,Series C
2020,Drum Food,Mumbai,Food,5305000.0,Undisclosed
2020,Innoviti,Bangalore,SaaS,3000000.0,Series C
2020,Jiffy ai,Unavailable,AI,18000000.0,Series A
2020,Postman,Unavailable,Tech,150000000.0,Series C
2020,F5,Unavailable,Retail Aggregator,3000000.0,Undisclosed
2020,Waycool,Chennai,Agritech,5500000.0,Series C
2020,Myelin Foundry,Unavailable,Deep Tech AI,3000000.0,Undisclosed
2020,Ameliorate Biotech,Bangalore,Biotech,264000.0,Angel
2020,Hapramp,Gurugram,Blockchain,1000000.0,Undisclosed
2020,MyKaam,Bangalore,HrTech,3000000.0,Undisclosed
2020,HealthPlix,Bangalore,Healthtech,6000000.0,Series B
2020,YoloBus,Gurugram,Mobility/Transport,3300000.0,Series A
2020,iNurture Education,Unavailable,EdTech,4000000.0,Undisclosed
2020,Pocket52,Bangalore,Gaming,1750000.0,Series A
2020,QuaQua,Hyderabad,Travel,1000000.0,Undisclosed
2020,Crofarm,Delhi,Agritech,1000000.0,Undisclosed
2020,Timios,Bangalore,Foodtech,3000000.0,Pre-series A
2020,Wooden Street,Jaipur,Ecommerce,3000000.0,Series A
2020,BankBazaar,Chennai,FinTech,5967000.0,Series D
2020,Rentmojo,Bangalore,Rental,2980000.0,Undisclosed
2020,Credgencies,Unavailable,AI & Debt,3000000.0,Seed
2020,Knorish,Delhi,SaaS/Edtech,323000.0,Pre-series A
2020,LetsTransport,Bangalore,Logitech,1326000.0,Undisclosed
2020,Vahak,Unavailable,Transport,3000000.0,Seed
2020,Nutrova,Mumbai,Nutrition,3000000.0,Pre-series A
2020,Cube Wealth,Mumbai,SaaS,500000.0,Undisclosed
2020,IVF Access,Bangalore,Healthtech,5000000.0,Series A
2020,Hoi Foods,Delhi,Foodtech,2000000.0,Pre-series A
2020,Ola Financial Services,Bangalore,FinTech,27000000.0,Series A
2020,Awifs,Delhi,Co-working,5200000.0,Undisclosed
2020,Dunzo,Bangalore,Logistics,55000000.0,Undisclosed
2020,Swiflearn,Gurugram,EdTech,3000000.0,Seed
2020,Remedo,Delhi,Healthtech,3000000.0,Pre-series A
2020,Blowhorn,Bangalore,Logistics,3000000.0,Undisclosed
2020,Toch,Mumbai,AI,1000000.0,Pre-series A
2020,Gram Cover,Noida,Insurtech,3000000.0,Pre-series A
2020,Coin DCX,Mumbai,Cryptocurrency,2500000.0,Undisclosed
2020,HomeCapital,Mumbai,FinTech,3000000.0,Undisclosed
2020,Euler Motors,Delhi,Automotive tech,2530000.0,Series A
2020,Riskcovry,Mumbai,Insurtech,3000000.0,Pre-series A
2020,NWNT (No Worry No Tension Healthcare),Delhi,Healthtech,3000000.0,Pre-series A
2020,Voicezen,Gurugram,AI,3000000.0,Undisclosed
2020,Leap Club,Gurugram,Unknown,340000.0,Pre-seed
2020,Credit Mantri,Chennai,FinTech,792000.0,Undisclosed
2020,Xtracap,Gurugram,FinTech,1000000.0,Undisclosed
2020,Tring,Mumbai,Media,3000000.0,Undisclosed
2020,Vakilsearch,Chennai,Legal,3000000.0,Undisclosed
2020,Khatabook,Bangalore,FinTech,60000000.0,Series B
2020,LendingKart,Ahmedabad,FinTech,11363000.0,Series D
2020,Illumnus,Unavailable,EdTech,100000.0,Seed
2020,LetsTransport,Bangalore,Logitech,1715000.0,Undisclosed
2020,Eggoz,Bihar,Agritech,329000.0,Seed
2020,Winuall,Bangalore,EdTech,3000000.0,Undisclosed
2020,Indian School Finance Company,Hyderabad,FinTech,5271000.0,Seed
2020,Juicy Chemistry,Unavailable,Unknown,650000.0,Series A
2020,DeepTek,Pune,Healthtech,3000000.0,Undisclosed
2020,Stepathlon Lifestyle,Mumbai,Fitness,3000000.0,Undisclosed
2020,Sindhuja Microcredit,Noida,FinTech,8700000.0,Undisclosed
2020,Rentmojo,Bangalore,Rental,3226000.0,Undisclosed
2020,Tesco Charge Zone,Gujarat,EV,3000000.0,Undisclosed
2020,Intello Labs,Gurugram,"Supply chain, Agritech",5900000.0,Series A
2020,SirionLabs,Gurugram,SaaS,44000000.0,Series C
2020,Magicpin,Gurugram,Unknown,3879000.0,Undisclosed
2020,GroCurv,Gurugram,B2B,3000000.0,Seed
2020,Refrens,Bangalore,SaaS,1000000.0,Seed
2020,Shiprocket,Unavailable,Logitech,13000000.0,Series C
2020,Spyne,Gurugram,AI,3000000.0,Pre-series A
2020,Nykaa,Mumbai,Ecommerce,8800000.0,Undisclosed
2020,Docsapp,Bangalore,Healthtech,9500000.0,Undisclosed
2020,Phable,Unavailable,Healthtech,1000000.0,Pre-series A
2020,Generic Aadhaar,Unavailable,Pharma,3000000.0,Undisclosed
2020,Nium,Unavailable,FinTech,3000000.0,Undisclosed
2020,Mintoak,Mumbai,FinTech,2000000.0,Pre-series A
2020,VestSpace,Pune,Spacetech,10000000.0,Undisclosed
2020,Blackbuck,Bangalore,Logistics,3000000.0,Undisclosed
2020,Vernacular ai,Bangalore,AI,5100000.0,Series A
2020,Clover,Bangalore,Agritech,920000.0,Undisclosed
2020,Varthana,Bangalore,FinTech,15000000.0,Series D
2020,Codeninja,Bangalore,SaaS,3000000.0,Seed
2020,MetaMerphoSys,Pune,Insurance technology,3000000.0,Pre-series A
2020,Rooter,Delhi,Gaming,1700000.0,Pre-series A
2020,Aker Foods,Pune,Foodtech & Logistics,3000000.0,Undisclosed
2020,Sascan Meditech pvt ltd,Kerala,Healthtech,3000000.0,Undisclosed
2020,DailyHunt,Unavailable,Media,35600000.0,Undisclosed
2020,Pratilipi,Bangalore,Media,9400000.0,Series C
2020,Biryani By Kilo,Delhi,Food,790000.0,Series B
2020,Consure Medical,Delhi,Healthtech,480000.0,Undisclosed
2020,Servify,Mumbai,Unknown,250000.0,Undisclosed
2020,Tessol,Mumbai,Logistics,160000.0,Series A
2020,Remedo,Noida,Healthtech,3000000.0,Pre-series A
2020,News Reach,Ahmedabad,Media,3000000.0,Undisclosed
2020,RoomSoom,Noida,Housing,3000000.0,Undisclosed
2020,Pedagogy,Unavailable,EdTech,400000.0,Undisclosed
2020,Classplus,Delhi,EdTech,8200000.0,Series B
2020,Medlife,Bangalore,Pharmaceutical,15500000.0,Undisclosed
2020,Qin1,Noida,EdTech,3000000.0,Undisclosed
2020,MYSUN,Delhi,Tech,4257000.0,Pre-series A
2020,ShopX,Bangalore,Ecommerce,1410000.0,Undisclosed
2020,Sarva,Unavailable,Yoga & wellness,3000000.0,Undisclosed
2020,Expertrons,Mumbai,AI,3000000.0,Seed
2020,NewsBytes,Gurugram,Digital Media,1500000.0,Series A
2020,Wagonfly,Bangalore,Unknown,500000.0,Undisclosed
2020,NIRA,Unavailable,FinTech,2100000.0,Pre-series A
2020,Convosight,Hyderabad,Data Analytics,4000000.0,Pre-series A
2020,Fittr,Pune,Fitness,2000000.0,Undisclosed
2020,AsknBid,Bangalore,Investment Tech,3000000.0,Undisclosed
2020,Bira91,Bangalore,Beverage,20000000.0,Series C
2020,Finaureus Technologies,Pune,FinTech,3000000.0,Pre-series A
2020,Daily Ninja,Haryana,Ecommerce,349800.0,Undisclosed
2020,Guvi Geek Network Pvt Ltd,Chennai,EdTech,786000.0,Pre-series A
2020,LoadShare,Bangalore,Logistics,2004000.0,Series B
2020,Vedantu,Bangalore,EdTech,6800000.0,Series C
2020,Indusface,Unavailable,IT,5000000.0,Undisclosed
2020,DMI Group,Delhi,Financial Services,123000000.0,Undisclosed
2020,Spintly,Goa,IoT,248000.0,Pre-series A
2020,Credr,Mumbai,Automobile,3000000.0,Undisclosed
2020,Bijak,Gurugram,Agritech,12000000.0,Series A
2020,Bugworks,Bangalore,Biopharma,7500000.0,Undisclosed
2020,DrinkPrime,Bangalore,Unknown,3000000.0,Seed
2020,Yap,Chennai,FinTech,4500000.0,Series A
2020,UzhavarBumi,Tamil Nadu,Dairy,3000000.0,Undisclosed
2020,Tattva,Delhi,Beauty & wellness,150000.0,Undisclosed
2020,Pariksha,Pune,EdTech,3000000.0,Pre-series A
2020,DailyHunt,Unavailable,Media,24000000.0,Undisclosed
2020,NoBroker,Bangalore,Real Estate,30000000.0,Undisclosed
2020,Box8,Mumbai,Foodtech,4000000.0,Undisclosed
2020,Capital Float,Bangalore,FinTech,15000000.0,Undisclosed
2020,ITILITE,Bangalore,Travel & SaaS,13000000.0,Series B
2020,Morning Context,Unavailable,Digital Media,3000000.0,Seed
2020,Aavenir,Ahmedabad,SaaS,2000000.0,Seed
2020,Savvy Co op,Unavailable,Healthcare,3000000.0,Undisclosed
2020,BLive,Unavailable,Tourism & EV,3000000.0,Pre-series A
2020,Yellow Messenger,Bangalore,AI,20000000.0,Series B
2020,Toch,Unavailable,Media Tech,400000.0,Undisclosed
2020,Ewar,Bangalore,Gaming,200000.0,Undisclosed
2020,Setu,Unavailable,FinTech,14259000.0,Series A
2020,Wellthy Therapeutics,Bangalore,Healthtech,4000000.0,Pre-series A
2020,Power Gummies,Delhi,Health,3000000.0,Undisclosed
2020,Locale ai,Bangalore,Location Analytics,3000000.0,Undisclosed
2020,FarEye,Delhi,Logistics,24500000.0,Series D
2020,Rebel Foods,Unavailable,Food tech,50000000.0,Undisclosed
2020,BankBazaar,Chennai,FinTech,3800000.0,Series D
2020,Porter,Mumbai,Logistics,18370000.0,Series D
2020,SugarBox,Mumbai,Tech,68525000.0,Undisclosed
2020,Capital Float,Bangalore,FinTech,4800000.0,Series F
2020,Big Basket,Bangalore,E store,60000000.0,Undisclosed
2020,Amica,Unavailable,FinTech,2000000.0,Undisclosed
2020,Vedantu,Bangalore,EdTech,12500000.0,Series C
2020,Fingerlix,Unavailable,Food,1834000.0,Undisclosed
2020,Plop,Mumbai,Tech,3000000.0,Angel
2020,Zupee,Unavailable,Gaming,8000000.0,Series A
2020,DeHaat,Unavailable,Agritech,12000000.0,Series A
2020,Aye Finance,Gurugram,FinTech,23850000.0,Undisclosed
2020,Swiggy,Bangalore,Foodtech,43000000.0,Series A
2020,Akna Medical,Unavailable,Healthtech,7000000.0,Undisclosed
2020,Zomato,Gurugram,Foodtech,5000000.0,Undisclosed
2020,RaRa Delivery,Unavailable,Logistics,800000.0,Seed
2020,JusPay,Bangalore,FinTech,21600000.0,Series B
2020,Obviously AI,Unavailable,Data Science,3000000.0,Undisclosed
2020,Fingpay,Mumbai,FinTech,3500000.0,Series A
2020,Recko,Bangalore,SaaS,6000000.0,Series A
2020,Furlenco,Bangalore,Ecommerce,10000000.0,Undisclosed
2020,Mera Cashier,Noida,FinTech,150000.0,Undisclosed
2020,Kitchens Centre,Delhi,Unknown,500000.0,Seed
2020,Camp K12,Gurugram,EdTech,4000000.0,Seed
2020,MedGenome,Bangalore,Healthtech,55000000.0,Series D
2020,Ergos,Bangalore,Agritech,4598000.0,Undisclosed
2020,Nykaa,Mumbai,Ecommerce,13137000.0,Undisclosed
2020,Samadhan,Delhi,Insurance,3000000.0,Seed
2020,SaScan,Bangalore,Healthcare,3000000.0,Undisclosed
2020,Lido Learning,Mumbai,EdTech,3000000.0,Undisclosed
2020,CureFit,Bangalore,Health and Fitness,115000000.0,Series D
2020,Nimesa,Bangalore,SaaS,3000000.0,Undisclosed
2020,Design X,Noida,IoT,200000.0,Seed
2020,Driftly Electric,Bangalore,Automobile,3000000.0,Undisclosed
2020,Imstrong,Bangalore,Fitness,400000.0,Seed
2020,Craftsvilla,Mumbai,Marketplace,3900000.0,Undisclosed
2020,Rupifi,Bangalore,FinTech,3000000.0,Pre-seed
2020,SnackAmor,Mumbai,Food,3000000.0,Seed
2020,Zealthy,Bangalore,Healthtech,3000000.0,Seed
2020,CoinDCX,Unavailable,FinTech,3000000.0,Series A
2020,NuNu TV,Unavailable,Media,670000.0,Undisclosed
2020,QTalk,Bangalore,Technology,1600000.0,Seed
2020,Shadez,Mumbai,Interior & decor,100000.0,Seed
2020,Excess2Sell,Mumbai,Ecommerce,1000000.0,Undisclosed
2020,Stanplus,Hyderabad,Healthtech,1500000.0,Pre-series A
2020,Pitstop,Bangalore,Automobile,2500000.0,Series A
2020,Univariety,Hyderabad,EdTech,1100000.0,Undisclosed
2020,Peel Works,Mumbai,SaaS,42.23,Undisclosed
2020,CoreStack,Chennai,Technology,8500000.0,Series A
2020,Vivriti Capital,Chennai,FinTech,50000000.0,Series B
2020,Agnikul,Chennai,Spacetech,3148000.0,Pre-series A
2020,Fintso,Unavailable,FinTech,2600000.0,Undisclosed
2020,Khatabook,Bangalore,FinTech,3000000.0,Undisclosed
2020,Smart Coin,Unavailable,FinTech,7000000.0,Series A
2020,ZunRoof,Gurugram,Cleantech,3000000.0,Series A
2020,Shop101,Unavailable,Social e-commerce,3900000.0,Series C
2020,OM Bhakti,Bangalore,FMCG,3000000.0,Seed
2020,Lal10,Uttar Pradesh,B2B,1100000.0,Undisclosed
2020,Anaxee Digital Runner,Indore,Tech,3000000.0,Undisclosed
2020,CollegeKhabri,Bhopal,EdTech,3000000.0,Undisclosed
2020,Ola Electric,Bangalore,eMobility,1000000.0,Undisclosed
2020,Multi Living,Mumbai,Real Estate,6000000.0,Undisclosed
2020,FamPay,Bangalore,FinTech,4700000.0,Seed
2020,UnboxRobotics Labs,Bangalore,Automation tech,500000.0,Seed
2020,Karbon Card,Bangalore,FinTech,2000000.0,Seed
2020,Airmeet,Bangalore,Media & Networking,3000000.0,Undisclosed
2020,Innerchef,Gurgaon,Foodtech,1000000.0,Undisclosed
2020,Epigamia,Mumbai,FMCG,2558000.0,Series C
2020,StyleNook,Mumbai,Ecommerce,3000000.0,Undisclosed
2020,Callido Learning,Mumbai,EdTech,3000000.0,Undisclosed
2020,Soxytoes,Delhi,Ecommerce,3000000.0,Undisclosed
2020,F5,Delhi,E-market,3000000.0,Seed
2020,Paper Boat,Bangalore,Food & Beverages,4049500.0,Undisclosed
2020,Strata,Bangalore,Proptech,1500000.0,Seed
2020,Salesken,Bangalore,AI & Data science,8000000.0,Series A
2020,Arya,Noida,Agritech,6000000.0,Series B
2020,Leap Finance,Bangalore,FinTech,5500000.0,Undisclosed
2020,Sleepy Owl,Delhi,Beverages,3000000.0,Undisclosed
2020,Tricog,Bangalore,Healthtech,10500000.0,Series B
2020,GogoBus,Delhi,Travel tech,3000000.0,Undisclosed
2020,Trell,Bangalore,Social e-commerce,4000000.0,Pre-series A
2020,Spaciya Consultants,Noida,Real Estate,500000.0,Pre-series A
2020,Bounce,Bangalore,Automotive and Rentals,6500000.0,Undisclosed
2020,Neeman,Unavailable,Ecommerce,1000000.0,Pre-series A
2020,Chqbook,Gurugram,FinTech,5000000.0,Series A
2020,SMEcorner,Mumbai,FinTech,30000000.0,Series B
2020,Oda Class,Bangalore,EdTech,3000000.0,Pre-series A
2020,Spinny,Haryana,E-tail,43700000.0,Series B
2020,goStops,Delhi,Accomodation,3000000.0,Undisclosed
2020,Umeed Housing,Haryana,FinTech,23000000.0,Series D
2020,Vogo,Bangalore,Automotive,20000000.0,Series C
2020,Flick Stree,Mumbai,AI & Media,3000000.0,Series A
2020,Qure ai,Mumbai,Healthtech,16000000.0,Undisclosed
2020,MinionLabs,Bangalore,Machine Learning,3000000.0,Undisclosed
2020,Josh Talks,Haryana,Media,1500000.0,Pre-series A
2020,PhoneParLoan,Delhi,FinTech,3000000.0,Undisclosed
2020,RailYatri,Noida,Travel,13800000.0,Undisclosed
2020,AjnaLens,Thane,Deeptech,1500000.0,Pre-series A
2020,Pepper,Mumbai,Content Marktplace,306900.0,Seed
2020,Rupeek,Bangalore,FinTech,30000000.0,Undisclosed
2020,iMerit,Kolkata,IT,20000000.0,Series B
2020,BharatPe,Delhi,FinTech,75000000.0,Series C
2020,Invideo,Unavailable,Visual Media,2500000.0,Undisclosed
2020,AvalonMeta,Unavailable,EdTech,420000.0,Undisclosed
2020,Near Store,Mumbai,Ecommerce,300000.0,Seed
2020,ElecTorq,Delhi,Automobile,3000000.0,Undisclosed
2020,Prayaan Capital,Chennai,FinTech,1200000.0,Seed
2020,Sanfe,Delhi,Hygiene,1100000.0,Pre-series A
2020,Go Desi,Delhi,Foodtech,627300.0,Seed
2020,Swiggy,Bangalore,Foodtech,113000000.0,Series A
2020,Whatfix,Banglore,SaaS,32000000.0,Series C
2020,Unacademy,Bangalore,EdTech,110000000.0,Series E
2020,Zvesta,Gurugram,Proptech,5500000.0,Undisclosed
2020,Dunzo,Bangalore,Logistics,11000000.0,Undisclosed
2020,Digit Insurance,Bangalore,Insurtech,340000.0,Undisclosed
2020,Yolo,Gurugram,Transport,600000.0,Seed
2020,SmartVizX,Unavailable,VR & SaaS,1397000.0,Pre-series A
2020,MaxWholesale,Delhi,Ecommerce,3000000.0,Series A
2020,Carbon Clean,Unavailable,Cleantech,16000000.0,Undisclosed
2020,Onsitego,Unavailable,Sales & Services,19000000.0,Series B
2020,Genius Corner,Noida,EdTech,250000.0,Undisclosed
2020,PlanetSpark,Gurugram,EdTech,448500.0,Undisclosed
2020,CamCom,Bangalore,AI & Deep learning,3000000.0,Undisclosed
2020,Simsim,Bangalore,Social Commerce,8000000.0,Series B
2020,Shuttl,Delhi,Transport,7975700.0,Series C
2020,HooLiv,Delhi,Housing & Rentals,3000000.0,Undisclosed
2020,ClassMonitor,Indore,EdTech,3000000.0,Undisclosed
2020,Friyey,Pune,Co-working,3000000.0,Undisclosed
2020,Oga,Bangalore,Fitness,330000.0,Undisclosed
2020,Big Basket,Bangalore,Estore,3500000.0,Undisclosed
2020,CYFIRMA,Bangalore,SaaS,3000000.0,Series A
2020,Innoviti,Bangalore,Unknown,5000000.0,Undisclosed
2020,Paytm money,Bangalore,FinTech,5600000.0,Undisclosed
2020,Vedantu,Bangalore,EdTech,24000000.0,Series C
2020,Yap,Chennai,FinTech,1402000.0,Undisclosed
2020,Clover,Bangalore,Agritech,5500000.0,Series A
2020,Nova Credit,Unavailable,FinTech,50000000.0,Series B
2020,CodingNinjas,Delhi,EdTech,5200000.0,Series A
2020,Furlenco,Bangalore,Ecommerce,2200000.0,Series C
2020,Brick&Bolt,Bangalore,Unknown,1500000.0,Pre-series A
2020,HempStreet,Unavailable,Healthtech,1000000.0,Pre-series A
2020,MoEngage,Bangalore,Marketing,25000000.0,Series C
2020,Classplus,Unavailable,EdTech,2500000.0,Pre-series A
2020,Chaayos,Unavailable,Beverages,21500000.0,Undisclosed
2020,PetPooja,Ahmedabad,SaaS,2000000.0,Undisclosed
2020,Altor,Unavailable,Tech,3000000.0,Undisclosed
2020,Pepperfry,Mumbai,E-market,40000000.0,Series F
2020,FirstCry,Pune,E-market,296000000.0,Series E
